date,0,1,2,3,4,5,6,OT
1990/1/1 0:00,0.9243705,1.611,0.9379075,0.634196,0.18389650000000002,0.009898500000000001,0.6906765,0.7129735
1990/1/2 0:00,0.9243705,1.61,0.9379075,1.0050320000000001,0.18389650000000002,0.009898500000000001,0.6906765,0.7129735
1990/1/3 0:00,1.063121,1.6293,1.0049445000000001,1.1825350000000001,0.15758,0.006975,0.8149770000000001,0.833545
1990/1/4 0:00,1.067072,1.637,1.0068295,0.650618,0.211242,0.013031000000000001,0.8145735000000001,0.8334754999999999
1990/1/5 0:00,1.067072,1.653,1.0068295,0.656254,0.157503,0.013031000000000001,0.8145735000000001,0.8334754999999999
1990/1/6 0:00,0.9043255,1.6537,0.9499185,0.9498405,0.211242,0.010903999999999999,0.7137925,0.7274465
1990/1/7 0:00,0.9043255,1.662,0.9499185,0.9498405,0.14162550000000002,0.010903999999999999,0.7137925,0.7274465
1990/1/8 0:00,0.791,1.6568,0.9499185,0.9498405,0.14162550000000002,0.010903999999999999,0.7137925,0.7274465
1990/1/9 0:00,0.9043255,1.6695,0.9499185,0.66912,0.14162550000000002,0.010903999999999999,0.7137925,0.7274465
1990/1/10 0:00,1.0742764999999999,1.657,1.0191620000000001,1.1192,0.211242,0.0127825,0.806802,0.8143024999999999
1990/1/11 0:00,0.7917,1.6495,1.0191620000000001,1.1192,0.1562975,0.0127825,0.529381,0.8143024999999999
1990/1/12 0:00,1.0486870000000001,1.6445,1.0056530000000001,1.202289,0.157525,0.01307,0.529101,0.8299425
1990/1/13 0:00,1.026476,1.6465,0.9866925,1.099529,0.211242,0.013103,0.786958,0.8069795
1990/1/14 0:00,1.026476,1.639,0.9866925,1.099529,0.15755049999999998,0.013103,0.786958,0.8069795
1990/1/15 0:00,1.026476,1.649,0.9866925,1.099529,0.15755049999999998,0.013103,0.786958,0.8069795
1990/1/16 0:00,1.026476,1.655,0.9866925,1.099529,0.15755049999999998,0.013103,0.533049,0.8069795
1990/1/17 0:00,1.026476,1.6572,0.839983,0.672043,0.15755049999999998,0.013103,0.786958,0.8069795
1990/1/18 0:00,0.9327505,1.657,0.933964,0.915238,0.18492550000000002,0.0099605,0.534188,0.7145714999999999
1990/1/19 0:00,0.9327505,1.678,0.841397,0.915238,0.211242,0.0099605,0.535045,0.7145714999999999
1990/1/20 0:00,0.9327505,1.6818,0.933964,0.915238,0.18492550000000002,0.0099605,0.6780105000000001,0.7145714999999999
1990/1/21 0:00,0.9327505,1.6794,0.843313,0.664894,0.18492550000000002,0.0099605,0.536481,0.7145714999999999
1990/1/22 0:00,0.9327505,1.6815,0.842886,0.667468,0.18492550000000002,0.0099605,0.6780105000000001,0.7145714999999999
1990/1/23 0:00,0.9327505,1.6817,0.841255,0.668003,0.211242,0.0099605,0.6780105000000001,0.7145714999999999
1990/1/24 0:00,0.8822955,1.695,0.840407,0.675584,0.211242,0.0098015,0.663702,0.674131
1990/1/25 0:00,0.8822955,1.702,0.913863,0.885722,0.1841055,0.0098015,0.663702,0.674131
1990/1/26 0:00,0.8822955,1.699,0.837872,0.885722,0.1841055,0.0098015,0.663702,0.674131
1990/1/27 0:00,0.8822955,1.687,0.913863,0.885722,0.1841055,0.0098015,0.663702,0.674131
1990/1/28 0:00,0.7493,1.6925,0.873246,0.7709585,0.16920600000000002,0.0076415,0.5979235,0.62725
1990/1/29 0:00,0.779,1.695,0.83167,0.668539,0.16920600000000002,0.0076415,0.5979235,0.62725
1990/1/30 0:00,0.9243705,1.6905,0.9379075,0.668003,0.18389650000000002,0.009898500000000001,0.535906,0.7129735
1990/1/31 0:00,0.9243705,1.696,0.9379075,1.0050320000000001,0.18389650000000002,0.009898500000000001,0.6906765,0.7129735
1990/2/1 0:00,0.9243705,1.693,0.9379075,1.0050320000000001,0.211242,0.009898500000000001,0.6906765,0.7129735
